id,sender_surname,sender_forename,recipient_surname,recipient_forename,sorting_date,date,sender_address,recipient_address,source,languages, extent, filename
DCP-LETT-18,"Darwin","Catherine","Darwin","C. R.",1825-12-04,"4 Dec [1825]","Shrewsbury","","DAR 204: 22","","","DCP-LETT-18.xml"
DCP-LETT-19,"Darwin","Caroline","Darwin","C. R.",1826-01-02,"2 [Jan 1826]","[Shrewsbury]","","DAR 204: 18","","","DCP-LETT-19.xml"
DCP-LETT-20,"Darwin","C. R.","Darwin","Caroline",1826-01-06,"6 Jan 1826","Edinburgh","","DAR 154: 28","","","DCP-LETT-20.xml"
DCP-LETT-21,"Darwin","Catherine","Darwin","C. R.",1826-01-15,"15 Jan [1826]","Overton","","DAR 204: 23","","","DCP-LETT-21.xml"
DCP-LETT-22,"Darwin","C. R.","Darwin","S. E.",1826-01-29,"29 Jan [1826]","Edinburgh","","DAR 92: A3–4","","","DCP-LETT-22.xml"
DCP-LETT-23,"Darwin","Marianne","Darwin","C. R.",1826-02-23,"[23 Feb 1826]","[Overton]","","DAR 204: 26","","","DCP-LETT-23.xml"
DCP-LETT-24,"Darwin","Caroline","Darwin","C. R.",1826-02-27,"[27 Feb 1826]","[Shrewsbury]","","DAR 204: 19","","","DCP-LETT-24.xml"
DCP-LETT-25,"Darwin","E. A.","Darwin","C. R.",1826-03-09,"[9 Mar 1826]","[Glasgow]","","DAR 204: 14","","","DCP-LETT-25.xml"
DCP-LETT-26,"Darwin","E. A.","Darwin","C. R.",1826-03-09,"[9 Mar 1826]","[Glasgow]","","DAR 204: 15","","","DCP-LETT-26.xml"
DCP-LETT-27,"Darwin","Marianne","Darwin","C. R.",1826-03-13,"[c. 13 Mar 1826]","[Overton]","","DAR 204: 27","","","DCP-LETT-27.xml"
DCP-LETT-28,"Darwin","Caroline","Darwin","C. R.",1826-03-22,"[22 Mar 1826]","[Shrewsbury]","","DAR 204: 20","","","DCP-LETT-28.xml"
DCP-LETT-29,"Darwin","S. E.","Darwin","C. R.",1826-03-27,"[27 Mar 1826]","[Shrewsbury]","","DAR 204: 25","","","DCP-LETT-29.xml"
DCP-LETT-30,"Darwin","C. R.","Darwin","Caroline",1826-04-08,"8 Apr [1826]","unstated","","Copy","","","DCP-LETT-30.xml"
DCP-LETT-31,"Darwin","Catherine","Darwin","C. R.",1826-04-11,"11 Apr [1826]","[Shrewsbury]","","DAR 204: 24","","","DCP-LETT-31.xml"
DCP-LETT-32,"Price","John","Darwin","C. R.",1826-07-01,"[July 1826]","unstated","","DAR 204: 40","","","DCP-LETT-32.xml"
DCP-LETT-33,"Turner","J. F.","Darwin","C. R.",1826-07-28,"[28 July 1826]","Park Hall, [Kidderminster]","","DAR 204: 187","","","DCP-LETT-33.xml"
DCP-LETT-34,"Darwin","E. A.","Darwin","C. R.",1826-09-29,"[29 Sept 1826]","London, Chapel St West, 4","","DAR 204: 16","","","DCP-LETT-34.xml"
DCP-LETT-35,"Darwin","E. A.","Darwin","C. R.",1826-10-10,"10 Oct [1826]","London, Chapel St West, 4","","DAR 204: 17","","","DCP-LETT-35.xml"
DCP-LETT-36,"Mostyn Owen","S. H.","Darwin","C. R.",1827-12-31,"31 [Dec 1827]","[Brighton]","","Incomplete","","","DCP-LETT-36.xml"
DCP-LETT-37,"Mostyn Owen","Fanny","Darwin","C. R.",1828-01-01,"[Jan 1828]","[Brighton]","","DAR 204: 42","","","DCP-LETT-37.xml"
DCP-LETT-38,"Mostyn Owen","Fanny","Darwin","C. R.",1828-01-01,"[late Jan 1828]","[Brighton]","","DAR 204: 43","","","DCP-LETT-38.xml"
DCP-LETT-39,"Mostyn Owen","S. H.","Darwin","C. R.",1828-02-18,"18 Feb [1828]","The Forest, [Woodhouse]","","DAR 204: 59","","","DCP-LETT-39.xml"
DCP-LETT-40,"Mostyn Owen","Fanny","Darwin","C. R.",1828-03-09,"[9 Mar 1828]","The Forest, [Woodhouse]","","DAR 204: 44","","","DCP-LETT-40.xml"
DCP-LETT-41,"Mostyn Owen","S. H.","Darwin","C. R.",1828-03-30,"30 Mar [1828]","Woodhouse","","DAR 204: 60","","","DCP-LETT-41.xml"
DCP-LETT-42,"Darwin","C. R.","Fox","W. D.",1828-06-12,"12 [June 1828]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 1)","","","DCP-LETT-42.xml"
DCP-LETT-43,"Darwin","C. R.","Fox","W. D.",1828-06-30,"[30 June 1828]","[Shrewsbury]","","Christ’s College Library, Cambridge (MS 53 Fox 2)","","","DCP-LETT-43.xml"
DCP-LETT-44,"Mostyn Owen","Fanny","Darwin","C. R.",1828-07-01,"[July? 1828]","unstated","","DAR 204: 45","","","DCP-LETT-44.xml"
DCP-LETT-45,"Darwin","C. R.","Fox","W. D.",1828-07-29,"[29 July 1828]","Barmouth","","Christ’s College Library, Cambridge (MS 53 Fox 3)","","","DCP-LETT-45.xml"
DCP-LETT-45A,"Darwin","C. R.","Whitley","C. T.",1828-08-10,"[10 Aug 1828]","[Barmouth]","","Shrewsbury School, Taylor Library","","","DCP-LETT-45A.xml"
DCP-LETT-46,"Darwin","C. R.","Fox","W. D.",1828-08-19,"[19 Aug 1828]","[Barmouth]","","Christ’s College Library, Cambridge (MS 53 Fox 4)","","","DCP-LETT-46.xml"
DCP-LETT-47,"Darwin","C. R.","Herbert","J. M.",1828-09-13,"[13 Sept 1828]","[Osmaston]","","American Philosophical Society (Mss.B.D25.1)","","","DCP-LETT-47.xml"
DCP-LETT-48,"Darwin","C. R.","Fox","W. D.",1828-10-01,"[Oct 1828]","[Shrewsbury]","","Christ’s College Library, Cambridge (MS 53 Fox 5)","","","DCP-LETT-48.xml"
DCP-LETT-49,"Darwin","C. R.","Herbert","J. M.",1828-10-03,"[3 Oct 1828]","[Shrewsbury]","","American Philosophical Society (Mss.B.D25.2)","","","DCP-LETT-49.xml"
DCP-LETT-50,"Darwin","C. R.","Darwin family","",1828-10-03,"3 Oct 1828","[Shrewsbury]","","DAR 204: 34","","","DCP-LETT-50.xml"
DCP-LETT-51,"Mostyn Owen","Fanny","Darwin","C. R.",1828-10-26,"[26 Oct 1828]","Paradise Row, Woodhouse","","DAR 204: 46","","","DCP-LETT-51.xml"
DCP-LETT-52,"Darwin","C. R.","Fox","W. D.",1828-10-29,"[29 Oct 1828]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 6)","","","DCP-LETT-52.xml"
DCP-LETT-53,"Darwin","C. R.","Darwin","E. A.",1828-12-21,"21 Dec 1828","Shrewsbury","","DAR 154: 66","","","DCP-LETT-53.xml"
DCP-LETT-54,"Darwin","C. R.","Fox","W. D.",1828-12-24,"[24 Dec 1828]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 7)","","","DCP-LETT-54.xml"
DCP-LETT-55,"Darwin","C. R.","Fox","W. D.",1829-01-07,"[7 Jan 1829]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 8a)","","","DCP-LETT-55.xml"
DCP-LETT-56,"Darwin","C. R.","Fox","W. D.",1829-01-25,"[25–9 Jan 1829]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 8)","","","DCP-LETT-56.xml"
DCP-LETT-57,"Darwin","C. R.","Fox","W. D.",1829-02-26,"[26 Feb 1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 9)","","","DCP-LETT-57.xml"
DCP-LETT-58,"Coldstream","John","Darwin","C. R.",1829-02-28,"28 Feb 1829","Leith","","DAR 204: 33","","","DCP-LETT-58.xml"
DCP-LETT-59,"Darwin","C. R.","Fox","W. D.",1829-03-15,"[15 Mar 1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 10)","","","DCP-LETT-59.xml"
DCP-LETT-60,"Darwin","C. R.","Fox","W. D.",1829-04-01,"1 Apr [1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 11)","","","DCP-LETT-60.xml"
DCP-LETT-61,"Darwin","C. R.","Fox","W. D.",1829-04-10,"[10 Apr 1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 12)","","","DCP-LETT-61.xml"
DCP-LETT-62,"Darwin","C. R.","Fox","W. D.",1829-04-12,"[12 Apr 1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 13)","","","DCP-LETT-62.xml"
DCP-LETT-63,"Darwin","C. R.","Fox","W. D.",1829-04-23,"[23 Apr 1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 14)","","","DCP-LETT-63.xml"
DCP-LETT-64,"Darwin","C. R.","Fox","W. D.",1829-05-18,"[18 May 1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 15)","","","DCP-LETT-64.xml"
DCP-LETT-65,"Leighton","F. K. (b)","Darwin","C. R.",1829-06-03,"[3 June 1829]","Magdalen College Oxford","","DAR 204: 36","","","DCP-LETT-65.xml"
DCP-LETT-66,"Darwin","C. R.","Fox","W. D.",1829-06-07,"7 June [1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 16)","","","DCP-LETT-66.xml"
DCP-LETT-67,"Darwin","C. R.","Fox","W. D.",1829-07-03,"[3 July 1829]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 17)","","","DCP-LETT-67.xml"
DCP-LETT-68,"Darwin","C. R.","Fox","W. D.",1829-07-15,"[15 July 1829]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 18)","","","DCP-LETT-68.xml"
DCP-LETT-69,"Darwin","C. R.","Fox","W. D.",1829-07-29,"29 [July 1829]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 19)","","","DCP-LETT-69.xml"
DCP-LETT-70,"Darwin","C. R.","Fox","W. D.",1829-08-26,"26 [Aug 1829]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 20)","","","DCP-LETT-70.xml"
DCP-LETT-71,"Darwin","C. R.","Fox","W. D.",1829-09-04,"4 Sept [1829]","Maer","","Christ’s College Library, Cambridge (MS 53 Fox 21)","","","DCP-LETT-71.xml"
DCP-LETT-72,"Darwin","C. R.","Fox","W. D.",1829-09-22,"[22 Sept 1829]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 22)","","","DCP-LETT-72.xml"
DCP-LETT-73,"Darwin","C. R.","Fox","W. D.",1829-10-15,"[15 Oct 1829]","Christ’s College, Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 23)","","","DCP-LETT-73.xml"
DCP-LETT-74,"Darwin","C. R.","Fox","W. D.",1829-11-03,"[3 Nov 1829]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 24)","","","DCP-LETT-74.xml"
DCP-LETT-75,"Darwin","C. R.","Fox","W. D.",1830-01-03,"[3 Jan 1830]","Christ’s College, Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 25)","","","DCP-LETT-75.xml"
DCP-LETT-76,"Darwin","C. R.","Fox","W. D.",1830-01-13,"[13 Jan 1830]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 26)","","","DCP-LETT-76.xml"
DCP-LETT-77,"Mostyn Owen","Fanny","Darwin","C. R.",1830-01-27,"27 Jan [1830]","unstated","","DAR 204: 47","","","DCP-LETT-77.xml"
DCP-LETT-78,"Darwin","C. R.","Fox","W. D.",1830-03-25,"[25 Mar 1830]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 27)","","","DCP-LETT-78.xml"
DCP-LETT-79,"Darwin","C. R.","Fox","W. D.",1830-04-01,"[1 Apr 1830]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 28)","","","DCP-LETT-79.xml"
DCP-LETT-80,"Darwin","C. R.","Fox","W. D.",1830-05-09,"[9 May 1830]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 29)","","","DCP-LETT-80.xml"
DCP-LETT-81,"Darwin","C. R.","Fox","W. D.",1830-05-31,"[31 May 1830]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 30)","","","DCP-LETT-81.xml"
DCP-LETT-82,"Darwin","C. R.","Fox","W. D.",1830-08-25,"25 [Aug 1830]","Barmouth","","Christ’s College Library, Cambridge (MS 53 Fox 31)","","","DCP-LETT-82.xml"
DCP-LETT-83,"Mostyn Owen","Fanny","Darwin","C. R.",1830-09-08,"[8 Sept 1830]","Woodhouse","","DAR 204: 48","","","DCP-LETT-83.xml"
DCP-LETT-84,"Darwin","C. R.","Fox","W. D.",1830-09-08,"[8 Sept 1830]","Maer","","Christ’s College Library, Cambridge (MS 53 Fox 32)","","","DCP-LETT-84.xml"
DCP-LETT-85,"Mostyn Owen","Fanny","Darwin","C. R.",1830-10-04,"4 Oct [1830]","Woodhouse","","DAR 204: 49","","","DCP-LETT-85.xml"
DCP-LETT-86,"Darwin","C. R.","Fox","W. D.",1830-10-08,"[8 Oct 1830]","Christ’s College, Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 33)","","","DCP-LETT-86.xml"
DCP-LETT-87,"Darwin","C. R.","Fox","W. D.",1830-11-05,"5 Nov [1830]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 34)","","","DCP-LETT-87.xml"
DCP-LETT-88,"Darwin","C. R.","Fox","W. D.",1830-11-27,"[27? Nov 1830]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 35)","","","DCP-LETT-88.xml"
DCP-LETT-89,"Darwin","C. R.","Fox","W. D.",1831-01-23,"[23 Jan 1831]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 36)","","","DCP-LETT-89.xml"
DCP-LETT-90,"Simpson","George","Darwin","C. R.",1831-01-26,"[26] Jan [1831]","Feversham","","DAR 204: 41","","","DCP-LETT-90.xml"
DCP-LETT-91,"Matthew","Henry","Darwin","C. R.",1831-02-02,"[2 Feb 1831]","London","","DAR 204: 37","","","DCP-LETT-91.xml"
DCP-LETT-92,"Darwin","C. R.","Fox","W. D.",1831-02-09,"[9 Feb 1831]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 38)","","","DCP-LETT-92.xml"
DCP-LETT-93,"Matthew","Henry","Darwin","C. R.",1831-02-14,"[14 Feb 1831]","London, Cecil St, 22","","DAR 204: 38","","","DCP-LETT-93.xml"
DCP-LETT-94,"Darwin","C. R.","Fox","W. D.",1831-02-15,"[15 Feb 1831]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 37)","","","DCP-LETT-94.xml"
DCP-LETT-95,"Matthew","Henry","Darwin","C. R.",1831-03-01,"[Mar or Apr 1831]","Kilve","","DAR 204: 39","","","DCP-LETT-95.xml"
DCP-LETT-96,"Darwin","C. R.","Fox","W. D.",1831-04-07,"[7 Apr 1831]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 39)","","","DCP-LETT-96.xml"
DCP-LETT-97,"Mostyn Owen","Fanny","Darwin","C. R.",1831-04-08,"[8 Apr 1831]","unstated","","DAR 204: 50","","","DCP-LETT-97.xml"
DCP-LETT-98,"Darwin","C. R.","Darwin","Caroline",1831-04-28,"[28 Apr 1831]","Cambridge","","Copy","","","DCP-LETT-98.xml"
DCP-LETT-99,"Herbert","J. M.","Darwin","C. R.",1831-05-01,"[early May 1831]","unstated","","DAR 204: 35","","","DCP-LETT-99.xml"
DCP-LETT-100,"Darwin","C. R.","Fox","W. D.",1831-05-11,"[11 May 1831]","Cambridge","","Christ’s College Library, Cambridge (MS 53 Fox 40)","","","DCP-LETT-100.xml"
DCP-LETT-101,"Darwin","C. R.","Fox","W. D.",1831-07-09,"[9 July 1831]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 41)","","","DCP-LETT-101.xml"
DCP-LETT-102,"Darwin","C. R.","Henslow","J. S.",1831-07-11,"[11 July 1831]","Shrewsbury","","Royal Botanic Gardens, Kew (Henslow letters: 1 DAR/1/1/1)","","","DCP-LETT-102.xml"
DCP-LETT-102A,"Darwin","C. R.","Whitley","C. T.",1831-07-19,"[19 July 1831]","Shrewsbury","","Shrewsbury School, Taylor Library","","","DCP-LETT-102A.xml"
DCP-LETT-103,"Darwin","C. R.","Fox","W. D.",1831-08-01,"1 Aug [1831]","Shrewsbury","","Christ’s College Library, Cambridge (MS 53 Fox 42)","","","DCP-LETT-103.xml"
DCP-LETT-104,"Peacock","George","Henslow","J. S.",1831-08-06,"[6 or 13] Aug 1831","London, Suffolk St, 7","","DAR 97: B1–3","","","DCP-LETT-104.xml"
DCP-LETT-105,"Henslow","J. S.","Darwin","C. R.",1831-08-24,"24 Aug 1831","Cambridge","","DAR 97(ser.2):4–5","","","DCP-LETT-105.xml"
DCP-LETT-106,"Peacock","George","Darwin","C. R.",1831-08-26,"[c. 26 Aug 1831]","unstated","","DAR 97 (ser.2): 11–13","","","DCP-LETT-106.xml"
DCP-LETT-107,"Darwin","C. R.","Henslow","J. S.",1831-08-30,"30 [Aug 1831]","Shrewsbury","","Royal Botanic Gardens, Kew (Henslow letters: 2 DAR/1/1/2)","","","DCP-LETT-107.xml"
DCP-LETT-108,"Darwin","R. W.","Wedgwood","Josiah, II",1831-08-30,"30–1 Aug 1831","Salop","","V&A / Wedgwood Collection (MS W/M 96)","","","DCP-LETT-108.xml"
DCP-LETT-109,"Wedgwood","Josiah, II","Darwin","R. W.",1831-08-31,"31 Aug 1831","Maer","","DAR 97(ser.2): 6–8","","","DCP-LETT-109.xml"
DCP-LETT-110,"Darwin","C. R.","Darwin","R. W.",1831-08-31,"31 Aug [1831]","Maer","","DAR 223: 1; DAR 97: B10","","","DCP-LETT-110.xml"
DCP-LETT-111,"Darwin","R. W.","Wedgwood","Josiah, II",1831-09-01,"1 Sept 1831","Shrewsbury","","V&A / Wedgwood Collection (MS W/M 96)","","","DCP-LETT-111.xml"
DCP-LETT-112,"Darwin","C. R.","Beaufort","Francis",1831-09-01,"1 Sept [1831]","Shrewsbury","","The National Archives (TNA) (Adm 1/4541 PRO D 262)","","","DCP-LETT-112.xml"
DCP-LETT-113,"Beaufort","Francis","FitzRoy","Robert",1831-09-01,"1 Sept [1831]","unstated","","United Kingdom Hydrographic Office Archive (Letter Book no. 3, p. 233)","","","DCP-LETT-113.xml"
DCP-LETT-114,"Darwin","C. R.","Henslow","J. S.",1831-09-02,"[2 Sept 1831]","Red Lion Cambridge","","Royal Botanic Gardens, Kew (Henslow letters: 3 DAR/1/1/3)","","","DCP-LETT-114.xml"
DCP-LETT-115,"Darwin","C. R.","Darwin","S. E.",1831-09-04,"[4 Sept 1831]","Cambridge","","DAR 223","","","DCP-LETT-115.xml"
DCP-LETT-116,"Sedgwick","Adam","Darwin","C. R.",1831-09-04,"4 Sept 1831","Tremadoc","","DAR 204: 65","","","DCP-LETT-116.xml"
DCP-LETT-117,"Darwin","C. R.","Darwin","S. E.",1831-09-05,"[5 Sept 1831]","London, Spring Gardens, 17","","DAR 223","","","DCP-LETT-117.xml"
DCP-LETT-118,"Darwin","C. R.","Henslow","J. S.",1831-09-05,"[5 Sept 1831]","London, Spring Gardens, 17","","Royal Botanic Gardens, Kew (Henslow letters: 4 DAR/1/1/4)","","","DCP-LETT-118.xml"
DCP-LETT-119,"Darwin","C. R.","Darwin","S. E.",1831-09-06,"[6 Sept 1831]","London, Spring Gardens, 17","","DAR 223","","","DCP-LETT-119.xml"
DCP-LETT-120,"Darwin","C. R.","Fox","W. D.",1831-09-06,"6 [Sept 1831]","London, Spring Gardens, 17","","Christ’s College Library, Cambridge (MS 53 Fox 43)","","","DCP-LETT-120.xml"
DCP-LETT-121,"Darwin","C. R.","Whitley","C. T.",1831-09-09,"[9 Sept 1831]","London, Spring Gardens, 17","","American Philosophical Society (Mss.B.D25.3)","","","DCP-LETT-121.xml"
DCP-LETT-122,"Darwin","C. R.","Darwin","S. E.",1831-09-09,"[9 Sept 1831]","London, Spring Gardens, 17","","DAR 223","","","DCP-LETT-122.xml"
DCP-LETT-123,"Darwin","C. R.","Henslow","J. S.",1831-09-09,"9 [Sept 1831]","London, Spring Gardens, 17","","Royal Botanic Gardens, Kew (Henslow letters: 5 DAR/1/1/5)","","","DCP-LETT-123.xml"
DCP-LETT-124,"Coldstream","John","Darwin","C. R.",1831-09-13,"13 Sept 1831","Leith","","DAR 204: 64","","","DCP-LETT-124.xml"
DCP-LETT-125,"Whitley","C. T.","Darwin","C. R.",1831-09-13,"13 Sept 1831","Barmouth","","DAR 204: 69","","","DCP-LETT-125.xml"
DCP-LETT-126,"Darwin","C. R.","Darwin","S. E.",1831-09-14,"[14 Sept 1831]","Devonport","","DAR 223","","","DCP-LETT-126.xml"
DCP-LETT-127,"Darwin","C. R.","Darwin","S. E.",1831-09-17,"17 [Sept 1831]","London, Spring Gardens, 17","","DAR 223","","","DCP-LETT-127.xml"
DCP-LETT-128,"Darwin","C. R.","Henslow","J. S.",1831-09-17,"17 [Sept 1831]","London, Spring Gardens, 17","","Royal Botanic Gardens, Kew (Henslow letters: 6 DAR/1/1/6)","","","DCP-LETT-128.xml"
DCP-LETT-129,"Sedgwick","Adam","Darwin","C. R.",1831-09-18,"18 Sept 1831","Caernarvon","","DAR 204: 66","","","DCP-LETT-129.xml"
DCP-LETT-130,"Watkins","Frederick","Darwin","C. R.",1831-09-18,"[18 Sept 1831]","Barnborough Rectory","","DAR 204: 67","","","DCP-LETT-130.xml"
DCP-LETT-131,"Darwin","C. R.","FitzRoy","Robert",1831-09-19,"[19 Sept 1831]","London, Spring Gardens, 17","","Copy DAR 144","","","DCP-LETT-131.xml"
DCP-LETT-132,"Darwin","C. R.","Fox","W. D.",1831-09-19,"19 [Sept 1831]","London, Spring Gardens, 17","","Christ’s College Library, Cambridge (MS 53 Fox 44)","","","DCP-LETT-132.xml"
DCP-LETT-133,"Wedgwood","Charlotte","Darwin","C. R.",1831-09-22,"22 Sept [1831]","Maer","","DAR 204: 68","","","DCP-LETT-133.xml"
DCP-LETT-134,"Mostyn Owen","Fanny","Darwin","C. R.",1831-09-22,"[22 Sept – 2 Oct 1831]","Woodhouse","","DAR 204: 51","","","DCP-LETT-134.xml"
DCP-LETT-135,"FitzRoy","Robert","Darwin","C. R.",1831-09-23,"23 Sept 1831","Devonport","","DAR 204: 105","","","DCP-LETT-135.xml"
DCP-LETT-135A,"Darwin","C. R.","Whitley","C. T.",1831-09-23,"23 [Sept 1831]","Shrewsbury","","Linnean Society of London (Quentin Keynes collection)","","","DCP-LETT-135A.xml"
DCP-LETT-136,"Mostyn Owen","Fanny","Darwin","C. R.",1831-09-26,"[26 Sept 1831]","Exeter","","DAR 204: 52","","","DCP-LETT-136.xml"
DCP-LETT-137,"Mostyn Owen","S. H.","Darwin","C. R.",1831-09-27,"[27–30 Sept 1831]","Woodhouse","","DAR 204: 61","","","DCP-LETT-137.xml"
DCP-LETT-138,"Darwin","C. R.","Henslow","J. S.",1831-09-28,"28 [Sept 1831]","Shrewsbury","","Royal Botanic Gardens, Kew (Henslow letters: 7 DAR/1/1/7)","","","DCP-LETT-138.xml"
DCP-LETT-139,"Darwin","C. R.","FitzRoy","Robert",1831-10-04,"[4 or 11] Oct 1831","London, Spring Gardens, 17","","DAR 144: 113","","","DCP-LETT-139.xml"
DCP-LETT-140,"Darwin","C. R.","Henslow","J. S.",1831-10-04,"[4 or 11] Oct 1831","London, Spring Gardens, 17","","Royal Botanic Gardens, Kew (Henslow letters: 8 DAR/1/1/8)","","","DCP-LETT-140.xml"
DCP-LETT-141,"Mostyn Owen","Fanny","Darwin","C. R.",1831-10-06,"[6 Oct 1831]","Exeter","","DAR 204: 53","","","DCP-LETT-141.xml"
DCP-LETT-142,"Darwin","C. R.","FitzRoy","Robert",1831-10-10,"[10 Oct 1831]","London, Spring Gardens, 17","","DAR 144: 114","","","DCP-LETT-142.xml"
DCP-LETT-143,"Henslow","J. S.","Darwin","C. R.",1831-10-25,"25 Oct 1831","Cambridge","","DAR 204: 108","","","DCP-LETT-143.xml"
